"","county","state","fips","forest.area","land.water","pct.forest","year"
"2019","Mercer","North Dakota",38057,"12,173","711,937",1.71,2018
"2020","Morton","North Dakota",38059,"20,603","1,244,892",1.66,2018
"2021","Mountrail","North Dakota",38061,"13,523","1,242,564",1.09,2018
"2022","Nelson","North Dakota",38063,"5,962","645,451",0.92,2018
"2023","Oliver","North Dakota",38065,"10,912","468,009",2.33,2018
"2024","Pembina","North Dakota",38067,"57,196","717,708",7.97,2018
"2025","Pierce","North Dakota",38069,"0","692,617",0,2018
"2026","Ramsey","North Dakota",38071,"6,235","832,584",0.75,2018
"2027","Ransom","North Dakota",38073,"23,116","552,846",4.18,2018
"2028","Renville","North Dakota",38075,"10,162","571,117",1.78,2018
"2029","Richland","North Dakota",38077,"18,839","925,294",2.04,2018
"2030","Rolette","North Dakota",38079,"66,481","601,149",11.06,2018
"2031","Sargent","North Dakota",38081,"0","555,083",0,2018
"2032","Sheridan","North Dakota",38083,"2,166","643,652",0.34,2018
"2033","Sioux","North Dakota",38085,"3,468","722,083",0.48,2018
"2034","Slope","North Dakota",38087,"6,235","780,257",0.8,2018
"2035","Stark","North Dakota",38089,"881","857,848",0.1,2018
"2036","Steele","North Dakota",38091,"0","457,823",0,2018
"2037","Stutsman","North Dakota",38093,"0","1,470,717",0,2018
"2038","Towner","North Dakota",38095,"0","666,593",0,2018
"2039","Traill","North Dakota",38097,"10,055","551,995",1.82,2018
"2040","Walsh","North Dakota",38099,"15,354","828,229",1.85,2018
"2041","Ward","North Dakota",38101,"15,919","1,315,708",1.21,2018
"2042","Wells","North Dakota",38103,"5,794","825,904",0.7,2018
"2043","Williams","North Dakota",38105,"13,048","1,374,889",0.95,2018
"2044","Adams","Ohio",39001,"245,598","374,902",65.51,2018
"2045","Allen","Ohio",39003,"31,922","260,332",12.26,2018
"2046","Ashland","Ohio",39005,"109,313","273,121",40.02,2018
"2047","Ashtabula","Ohio",39007,"135,085","453,946",29.76,2018
"2048","Athens","Ohio",39009,"248,257","325,430",76.29,2018
"2049","Auglaize","Ohio",39011,"39,502","257,237",15.36,2018
"2050","Belmont","Ohio",39013,"229,571","346,442",66.27,2018
"2051","Brown","Ohio",39015,"83,170","316,378",26.29,2018
"2052","Butler","Ohio",39017,"83,900","300,862",27.89,2018
"2053","Carroll","Ohio",39019,"101,967","255,342",39.93,2018
"2054","Champaign","Ohio",39021,"21,880","275,070",7.95,2018
"2055","Clark","Ohio",39023,"42,550","258,044",16.49,2018
"2056","Clermont","Ohio",39025,"105,997","293,593",36.1,2018
"2057","Clinton","Ohio",39027,"26,477","263,923",10.03,2018
"2058","Columbiana","Ohio",39029,"145,779","342,198",42.6,2018
"2059","Coshocton","Ohio",39031,"183,836","363,236",50.61,2018
"2060","Crawford","Ohio",39033,"9,101","257,752",3.53,2018
"2061","Cuyahoga","Ohio",39035,"62,278","293,973",21.18,2018
"2062","Darke","Ohio",39037,"32,532","383,752",8.48,2018
"2063","Defiance","Ohio",39039,"30,440","265,085",11.48,2018
"2064","Delaware","Ohio",39041,"18,223","292,472",6.23,2018
"2065","Erie","Ohio",39043,"19,458","163,724",11.88,2018
"2066","Fairfield","Ohio",39045,"51,477","325,568",15.81,2018
"2067","Fayette","Ohio",39047,"8,575","260,543",3.29,2018
"2068","Franklin","Ohio",39049,"36,181","347,804",10.4,2018
"2069","Fulton","Ohio",39051,"34,879","260,695",13.38,2018
"2070","Gallia","Ohio",39053,"167,261","301,487",55.48,2018
"2071","Geauga","Ohio",39055,"120,621","261,305",46.16,2018
"2072","Greene","Ohio",39057,"24,571","266,362",9.22,2018
"2073","Guernsey","Ohio",39059,"218,194","338,108",64.53,2018
"2074","Hamilton","Ohio",39061,"82,230","264,173",31.13,2018
"2075","Hancock","Ohio",39063,"31,473","341,549",9.21,2018
"2076","Hardin","Ohio",39065,"12,743","301,216",4.23,2018
"2077","Harrison","Ohio",39067,"146,569","262,900",55.75,2018
"2078","Henry","Ohio",39069,"26,336","268,604",9.8,2018
"2079","Highland","Ohio",39071,"93,071","357,016",26.07,2018
"2080","Hocking","Ohio",39073,"245,670","271,071",90.63,2018
"2081","Holmes","Ohio",39075,"92,144","271,323",33.96,2018
"2082","Huron","Ohio",39077,"40,443","316,642",12.77,2018
"2083","Jackson","Ohio",39079,"158,937","269,821",58.9,2018
"2084","Jefferson","Ohio",39081,"131,930","262,950",50.17,2018
"2085","Knox","Ohio",39083,"89,693","338,915",26.46,2018
"2086","Lake","Ohio",39085,"64,507","147,833",43.63,2018
"2087","Lawrence","Ohio",39087,"237,168","292,651",81.04,2018
"2088","Licking","Ohio",39089,"96,618","440,025",21.96,2018
"2089","Logan","Ohio",39091,"46,824","298,774",15.67,2018
"2090","Lorain","Ohio",39093,"66,404","316,747",20.96,2018
"2091","Lucas","Ohio",39095,"30,031","221,430",13.56,2018
"2092","Madison","Ohio",39097,"15,509","298,384",5.2,2018
"2093","Mahoning","Ohio",39099,"46,521","272,122",17.1,2018
"2094","Marion","Ohio",39101,"24,116","258,522",9.33,2018
"2095","Medina","Ohio",39103,"62,232","270,696",22.99,2018
"2096","Meigs","Ohio",39105,"175,420","276,672",63.4,2018
"2097","Mercer","Ohio",39107,"1,822","302,994",0.6,2018
"2098","Miami","Ohio",39109,"29,313","262,101",11.18,2018
"2099","Monroe","Ohio",39111,"175,390","292,708",59.92,2018
"2100","Montgomery","Ohio",39113,"43,407","297,158",14.61,2018
"2101","Morgan","Ohio",39115,"128,167","270,026",47.46,2018
"2102","Morrow","Ohio",39117,"78,434","260,681",30.09,2018
"2103","Muskingum","Ohio",39119,"205,710","430,429",47.79,2018
"2104","Noble","Ohio",39121,"148,911","258,871",57.52,2018
"2105","Ottawa","Ohio",39123,"20,508","168,888",12.14,2018
"2106","Paulding","Ohio",39125,"17,089","268,064",6.37,2018
"2107","Perry","Ohio",39127,"154,595","264,030",58.55,2018
"2108","Pickaway","Ohio",39129,"14,940","324,254",4.61,2018
"2109","Pike","Ohio",39131,"172,339","284,110",60.66,2018
"2110","Portage","Ohio",39133,"104,353","322,675",32.34,2018
"2111","Preble","Ohio",39135,"48,504","272,948",17.77,2018
"2112","Putnam","Ohio",39137,"5,042","309,962",1.63,2018
"2113","Richland","Ohio",39139,"66,328","320,082",20.72,2018
"2114","Ross","Ohio",39141,"199,781","443,520",45.04,2018
"2115","Sandusky","Ohio",39143,"11,006","263,595",4.18,2018
"2116","Scioto","Ohio",39145,"275,882","394,250",69.98,2018
"2117","Seneca","Ohio",39147,"29,889","353,793",8.45,2018
"2118","Shelby","Ohio",39149,"18,995","262,872",7.23,2018
"2119","Stark","Ohio",39151,"49,925","371,531",13.44,2018
"2120","Summit","Ohio",39153,"96,318","268,877",35.82,2018
"2121","Trumbull","Ohio",39155,"198,148","407,408",48.64,2018
"2122","Tuscarawas","Ohio",39157,"189,861","365,815",51.9,2018
"2123","Union","Ohio",39159,"6,472","279,674",2.31,2018
"2124","Van Wert","Ohio",39161,"21,810","262,681",8.3,2018
"2125","Vinton","Ohio",39163,"215,436","265,628",81.1,2018
"2126","Warren","Ohio",39165,"56,859","260,569",21.82,2018
"2127","Washington","Ohio",39167,"245,206","409,707",59.85,2018
"2128","Wayne","Ohio",39169,"59,099","356,348",16.58,2018
"2129","Williams","Ohio",39171,"41,564","270,790",15.35,2018
"2130","Wood","Ohio",39173,"25,935","397,230",6.53,2018
"2131","Wyandot","Ohio",39175,"16,412","260,850",6.29,2018
"2132","Adair","Oklahoma",40001,"204,755","369,208",55.46,2016
"2133","Alfalfa","Oklahoma",40003,"22,828","564,090",4.05,2016
"2134","Atoka","Oklahoma",40005,"373,645","633,628",58.97,2016
"2135","Beaver","Oklahoma",40007,"0","1,163,268",0,2016
"2136","Beckham","Oklahoma",40009,"134,550","578,561",23.26,2016
"2137","Blaine","Oklahoma",40011,"78,920","600,910",13.13,2016
"2138","Bryan","Oklahoma",40013,"172,092","603,705",28.51,2016
"2139","Caddo","Oklahoma",40015,"118,748","825,689",14.38,2016
"2140","Canadian","Oklahoma",40017,"58,626","579,723",10.11,2016
"2141","Carter","Oklahoma",40019,"145,241","533,622",27.22,2016
"2142","Cherokee","Oklahoma",40021,"278,530","496,828",56.06,2016
"2143","Choctaw","Oklahoma",40023,"238,378","512,419",46.52,2016
"2144","Cimarron","Oklahoma",40025,"54,584","1,178,373",4.63,2016
"2145","Cleveland","Oklahoma",40027,"131,294","355,914",36.89,2016
"2146","Coal","Oklahoma",40029,"133,606","333,618",40.05,2016
"2147","Comanche","Oklahoma",40031,"126,906","693,585",18.3,2016
"2148","Cotton","Oklahoma",40033,"71,884","411,615",17.46,2016
"2149","Craig","Oklahoma",40035,"46,382","488,103",9.5,2016
"2150","Creek","Oklahoma",40037,"332,411","620,679",53.56,2016
"2151","Custer","Oklahoma",40039,"30,329","641,272",4.73,2016
"2152","Delaware","Oklahoma",40041,"192,756","507,042",38.02,2016
"2153","Dewey","Oklahoma",40043,"120,308","645,284",18.64,2016
"2154","Ellis","Oklahoma",40045,"39,360","788,585",4.99,2016
"2155","Garfield","Oklahoma",40047,"19,891","678,438",2.93,2016
"2156","Garvin","Oklahoma",40049,"162,742","520,833",31.25,2016
"2157","Grady","Oklahoma",40051,"121,021","706,988",17.12,2016
"2158","Grant","Oklahoma",40053,"12,706","642,275",1.98,2016
"2159","Greer","Oklahoma",40055,"115,649","411,889",28.08,2016
"2160","Harmon","Oklahoma",40057,"68,849","344,733",19.97,2016
"2161","Harper","Oklahoma",40059,"7,866","666,323",1.18,2016
"2162","Haskell","Oklahoma",40061,"183,535","400,168",45.86,2016
"2163","Hughes","Oklahoma",40063,"304,590","521,334",58.43,2016
"2164","Jackson","Oklahoma",40065,"111,401","514,643",21.65,2016
"2165","Jefferson","Oklahoma",40067,"141,250","495,308",28.52,2016
"2166","Johnston","Oklahoma",40069,"187,052","421,313",44.4,2016
"2167","Kay","Oklahoma",40071,"75,516","604,831",12.49,2016
"2168","Kingfisher","Oklahoma",40073,"17,522","579,857",3.02,2016
"2169","Kiowa","Oklahoma",40075,"87,734","659,620",13.3,2016
"2170","Latimer","Oklahoma",40077,"312,628","466,659",66.99,2016
"2171","Le Flore","Oklahoma",40079,"676,947","1,029,631",65.75,2016
"2172","Lincoln","Oklahoma",40081,"188,891","618,059",30.56,2016
"2173","Logan","Oklahoma",40083,"101,543","479,249",21.19,2016
"2174","Love","Oklahoma",40085,"158,170","340,932",46.39,2016
"2175","McClain","Oklahoma",40087,"66,736","372,715",17.91,2016
"2176","McCurtain","Oklahoma",40089,"948,489","1,217,002",77.94,2016
"2177","McIntosh","Oklahoma",40091,"177,727","455,886",38.98,2016
"2178","Major","Oklahoma",40093,"99,793","613,074",16.28,2016
"2179","Marshall","Oklahoma",40095,"102,736","273,229",37.6,2016
"2180","Mayes","Oklahoma",40097,"139,482","437,438",31.89,2016
"2181","Murray","Oklahoma",40099,"78,628","271,948",28.91,2016
"2182","Muskogee","Oklahoma",40101,"188,164","537,249",35.02,2016
"2183","Noble","Oklahoma",40103,"44,497","475,227",9.36,2016
"2184","Nowata","Oklahoma",40105,"39,233","371,693",10.56,2016
"2185","Okfuskee","Oklahoma",40107,"198,591","402,326",49.36,2016
"2186","Oklahoma","Oklahoma",40109,"124,416","459,789",27.06,2016
"2187","Okmulgee","Oklahoma",40111,"146,961","449,523",32.69,2016
"2188","Osage","Oklahoma",40113,"464,533","1,473,387",31.53,2016
"2189","Ottawa","Oklahoma",40115,"42,557","310,248",13.72,2016
"2190","Pawnee","Oklahoma",40117,"115,458","381,735",30.25,2016
"2191","Payne","Oklahoma",40119,"160,305","446,070",35.94,2016
"2192","Pittsburg","Oklahoma",40121,"401,431","881,871",45.52,2016
"2193","Pontotoc","Oklahoma",40123,"193,845","464,389",41.74,2016
"2194","Pottawatomie","Oklahoma",40125,"229,619","507,607",45.24,2016
"2195","Pushmataha","Oklahoma",40127,"759,673","910,565",83.43,2016
"2196","Roger Mills","Oklahoma",40129,"75,980","733,596",10.36,2016
"2197","Rogers","Oklahoma",40131,"93,036","455,361",20.43,2016
"2198","Seminole","Oklahoma",40133,"210,405","410,053",51.31,2016
"2199","Sequoyah","Oklahoma",40135,"249,348","456,977",54.56,2016
"2200","Stephens","Oklahoma",40137,"145,440","570,473",25.49,2016
"2201","Texas","Oklahoma",40139,"0","1,311,120",0,2016
"2202","Tillman","Oklahoma",40141,"68,595","562,799",12.19,2016
"2203","Tulsa","Oklahoma",40143,"84,445","375,683",22.48,2016
"2204","Wagoner","Oklahoma",40145,"106,771","378,112",28.24,2016
"2205","Washington","Oklahoma",40147,"47,783","271,523",17.6,2016
"2206","Washita","Oklahoma",40149,"30,924","645,731",4.79,2016
"2207","Woods","Oklahoma",40151,"66,600","825,638",8.07,2016
"2208","Woodward","Oklahoma",40153,"95,047","797,528",11.92,2016
"2209","Baker","Oregon",41001,"718,292","1,976,511",36.34,2018
"2210","Benton","Oregon",41003,"284,116","434,209",65.43,2018
"2211","Clackamas","Oregon",41005,"832,423","1,202,910",69.2,2018
"2212","Clatsop","Oregon",41007,"463,270","599,510",77.27,2018
"2213","Columbia","Oregon",41009,"365,168","440,615",82.88,2018
"2214","Coos","Oregon",41011,"854,741","1,030,841",82.92,2018
"2215","Crook","Oregon",41013,"1,010,998","1,911,870",52.88,2018
"2216","Curry","Oregon",41015,"990,058","1,046,063",94.65,2018
"2217","Deschutes","Oregon",41017,"1,244,455","1,954,925",63.66,2018
"2218","Douglas","Oregon",41019,"2,827,724","3,244,717",87.15,2018
"2219","Gilliam","Oregon",41021,"0","782,607",0,2018
"2220","Grant","Oregon",41023,"1,864,125","2,898,714",64.31,2018
"2221","Harney","Oregon",41025,"839,821","6,544,974",12.83,2018
"2222","Hood River","Oregon",41027,"270,733","341,503",79.28,2018
"2223","Jackson","Oregon",41029,"1,464,084","1,793,161",81.65,2018
"2224","Jefferson","Oregon",41031,"611,758","1,146,302",53.37,2018
"2225","Josephine","Oregon",41033,"952,125","1,050,439",90.64,2018
"2226","Klamath","Oregon",41035,"2,953,456","3,926,645",75.22,2018
"2227","Lake","Oregon",41037,"1,438,012","5,349,498",26.88,2018
"2228","Lane","Oregon",41039,"2,517,145","2,955,241",85.18,2018
"2229","Lincoln","Oregon",41041,"525,215","631,174",83.21,2018
"2230","Linn","Oregon",41043,"1,010,350","1,477,580",68.38,2018
"2231","Malheur","Oregon",41045,"89,920","6,355,133",1.41,2018
"2232","Marion","Oregon",41047,"413,331","764,915",54.04,2018
"2233","Morrow","Oregon",41049,"209,686","1,311,045",15.99,2018
"2234","Multnomah","Oregon",41051,"107,616","297,885",36.13,2018
"2235","Polk","Oregon",41053,"299,406","476,254",62.87,2018
"2236","Sherman","Oregon",41055,"0","531,991",0,2018
"2237","Tillamook","Oregon",41057,"587,603","705,645",83.27,2018
"2238","Umatilla","Oregon",41059,"552,564","2,068,069",26.72,2018
"2239","Union","Oregon",41061,"784,727","1,304,688",60.15,2018
"2240","Wallowa","Oregon",41063,"949,285","2,017,047",47.06,2018
"2241","Wasco","Oregon",41065,"569,020","1,533,027",37.12,2018
"2242","Washington","Oregon",41067,"245,995","464,855",52.92,2018
"2243","Wheeler","Oregon",41069,"494,429","1,097,898",45.03,2018
"2244","Yamhill","Oregon",41071,"227,665","459,780",49.52,2018
"2245","Adams","Pennsylvania",42001,"127,521","333,660",38.22,2018
"2246","Allegheny","Pennsylvania",42003,"151,250","476,565",31.74,2018
"2247","Armstrong","Pennsylvania",42005,"213,203","425,074",50.16,2018
"2248","Beaver","Pennsylvania",42007,"133,170","284,228",46.85,2018
"2249","Bedford","Pennsylvania",42009,"371,716","650,946",57.1,2018
"2250","Berks","Pennsylvania",42011,"192,153","553,944",34.69,2018
"2251","Blair","Pennsylvania",42013,"279,856","337,438",82.94,2018
"2252","Bradford","Pennsylvania",42015,"395,150","743,115",53.17,2018
"2253","Bucks","Pennsylvania",42017,"123,919","398,192",31.12,2018
"2254","Butler","Pennsylvania",42019,"231,502","508,418",45.53,2018
"2255","Cambria","Pennsylvania",42021,"264,021","443,839",59.49,2018
"2256","Cameron","Pennsylvania",42023,"211,257","255,055",82.83,2018
"2257","Carbon","Pennsylvania",42025,"176,405","247,967",71.14,2018
"2258","Centre","Pennsylvania",42027,"560,609","712,198",78.72,2018
"2259","Chester","Pennsylvania",42029,"98,462","486,338",20.25,2018
"2260","Clarion","Pennsylvania",42031,"214,922","389,861",55.13,2018
"2261","Clearfield","Pennsylvania",42033,"571,135","738,510",77.34,2018
"2262","Clinton","Pennsylvania",42035,"455,647","574,181",79.36,2018
"2263","Columbia","Pennsylvania",42037,"110,464","313,510",35.23,2018
"2264","Crawford","Pennsylvania",42039,"297,696","664,223",44.82,2018
"2265","Cumberland","Pennsylvania",42041,"100,033","352,469",28.38,2018
"2266","Dauphin","Pennsylvania",42043,"131,128","357,111",36.72,2018
"2267","Delaware","Pennsylvania",42045,"3,960","118,545",3.34,2018
"2268","Elk","Pennsylvania",42047,"478,452","532,358",89.87,2018
"2269","Erie","Pennsylvania",42049,"241,764","514,345",47,2018
"2270","Fayette","Pennsylvania",42051,"342,712","510,937",67.08,2018
"2271","Forest","Pennsylvania",42053,"272,766","276,213",98.75,2018
"2272","Franklin","Pennsylvania",42055,"216,545","494,507",43.79,2018
"2273","Fulton","Pennsylvania",42057,"178,724","280,449",63.73,2018
"2274","Greene","Pennsylvania",42059,"239,453","369,885",64.74,2018
"2275","Huntingdon","Pennsylvania",42061,"468,841","568,995",82.4,2018
"2276","Indiana","Pennsylvania",42063,"323,813","534,038",60.63,2018
"2277","Jefferson","Pennsylvania",42065,"283,659","420,362",67.48,2018
"2278","Juniata","Pennsylvania",42067,"136,134","251,893",54.04,2018
"2279","Lackawanna","Pennsylvania",42069,"228,503","297,426",76.83,2018
"2280","Lancaster","Pennsylvania",42071,"86,449","629,557",13.73,2018
"2281","Lawrence","Pennsylvania",42073,"116,722","232,212",50.27,2018
"2282","Lebanon","Pennsylvania",42075,"91,614","232,041",39.48,2018
"2283","Lehigh","Pennsylvania",42077,"68,450","222,879",30.71,2018
"2284","Luzerne","Pennsylvania",42079,"392,612","580,359",67.65,2018
"2285","Lycoming","Pennsylvania",42081,"662,512","795,988",83.23,2018
"2286","McKean","Pennsylvania",42083,"533,622","629,904",84.71,2018
"2287","Mercer","Pennsylvania",42085,"140,533","436,784",32.17,2018
"2288","Mifflin","Pennsylvania",42087,"124,698","265,365",46.99,2018
"2289","Monroe","Pennsylvania",42089,"298,600","395,117",75.57,2018
"2290","Montgomery","Pennsylvania",42091,"42,696","311,887",13.69,2018
"2291","Montour","Pennsylvania",42093,"25,519","84,594",30.17,2018
"2292","Northampton","Pennsylvania",42095,"63,316","241,512",26.22,2018
"2293","Northumberland","Pennsylvania",42097,"154,514","305,788",50.53,2018
"2294","Perry","Pennsylvania",42099,"224,901","355,651",63.24,2018
"2295","Philadelphia","Pennsylvania",42101,"5,434","90,083",6.03,2018
"2296","Pike","Pennsylvania",42103,"301,747","362,500",83.24,2018
"2297","Potter","Pennsylvania",42105,"527,116","692,154",76.16,2018
